2013-07-10 02:52:49,-44.490947,171.220966,Pacific/Auckland,2013-07-10T14:52:49
2013-07-10 02:52:49,-33.912167,151.215820,Australia/Sydney,2013-07-10T12:52:49
2007-10-14 10:09:57,46.576083,8.892416,Europe/Zurich,2007-10-14T12:09:57
2007-10-14 10:10:52,46.576194,8.892527,Europe/Zurich,2007-10-14T12:10:52
2007-10-14 10:12:39,46.576416,8.892666,Europe/Zurich,2007-10-14T12:12:39
2007-10-14 10:13:12,46.576500,8.892805,Europe/Zurich,2007-10-14T12:13:12
2007-10-14 10:13:20,46.576388,8.893027,Europe/Zurich,2007-10-14T12:13:20
2007-10-14 10:13:48,46.576527,8.893222,Europe/Zurich,2007-10-14T12:13:48
2007-10-14 10:14:08,46.576611,8.893444,Europe/Zurich,2007-10-14T12:14:08
2013-07-10 02:52:49,45.443164,-121.729545,America/Los_Angeles,2013-07-09T19:52:49
2013-07-10 02:52:49,45.442861,-121.729080,America/Los_Angeles,2013-07-09T19:52:49
2013-07-10 02:52:49,45.442569,-121.727908,America/Los_Angeles,2013-07-09T19:52:49
2013-07-10 02:52:49,45.442427,-121.726736,America/Los_Angeles,2013-07-09T19:52:49
2013-07-10 02:52:49,45.443170,-121.729591,America/Los_Angeles,2013-07-09T19:52:49
